id,Cat1,Cat2,Cat3
12052393,Vin,Vin rouge,
13199274,Vin,Vin rosé,
13952941,Vin,Vin rouge,
14542767,Vin,Vin blanc,
14542775,Vin,Vin rouge,
13821879,Vin,Vin blanc,
14313403,Vin,Vin rouge,
14346176,Vin,Vin rouge,
13920210,Vin,Vin blanc,
387027,Vin,Vin rouge,
11495379,Vin,Vin rouge,
976852,Vin,Vin rouge,
13985751,Vin,Vin rouge,
13133793,Vin,Vin rouge,
14215141,Vin,Vin rouge,
14346213,Vin,Vin rouge,
14542821,Vin,Vin blanc,
14313446,Vin,Vin rouge,
11724776,Vin,Vin rouge,
12543985,Vin,Vin blanc,
11200497,Vin,Vin blanc,
14346230,Vin,Vin rouge,
13133822,Vin,Vin blanc,
14215176,Vin,Vin rouge,
11659273,Vin,Vin blanc,
14018578,Vin,Vin rosé,
12216343,Spiritueux,Gin,Dry gin
223255,Champagne et mousseux,Vin mousseux,
14313497,Spiritueux,Cognac et brandy,Cognac V.S.O.P.
10446874,Vin,Vin rouge,
13658135,Vin,Vin rouge,
14346272,Spiritueux,Scotch et whisky,Scotch single malt
13133857,Vin,Vin blanc,
10709030,Vin,Vin rouge,
11888682,Vin,Vin blanc,
11495467,Vin,Vin blanc,
12773422,Vin,Vin rouge,
13887536,Vin,Vin blanc,
13723700,Vin,Vin blanc,
13854777,Spiritueux,Scotch et whisky,
14182458,Vin,Vin rouge,
14346301,Spiritueux,Scotch et whisky,Scotch single malt
12937280,Champagne et mousseux,Vin mousseux rosé,
14084161,Vin,Vin rouge,
13854785,Spiritueux,Scotch et whisky,
13953089,Vin,Vin blanc,
11659329,Spiritueux,Gin,Dry gin
10348617,Spiritueux,Liqueur et Crème,Liqueur de cacao ou de chocolat
13854793,Spiritueux,Scotch et whisky,Whisky
13133902,Vin,Vin blanc,
14510159,Vin,Vin blanc,
12511318,Vin,Vin blanc,
13723734,Vin,Vin blanc,
13854806,Spiritueux,Vodka,Vodka
13985881,Vin,Vin blanc,
11331681,Vin,Vin rouge,
12085347,Vin,Vin rouge,
12511334,Vin,Vin rouge,
14182503,Vin,Vin rouge,
14346344,Spiritueux,Scotch et whisky,Scotch single malt
11593841,Vin,Vin rouge,
13133945,Vin,Vin blanc,
14510204,Vin,Vin rouge,
13953151,Champagne et mousseux,Champagne,
977025,Vin,Vin rouge,
14018691,Vin,Vin rouge,
11495555,Spiritueux,Téquila,Téquila dorée
13199493,Spiritueux,Scotch et whisky,Scotch single malt
13265032,Vin,Vin blanc,
12576921,Vin,Vin blanc,
13461658,Vin,Vin rouge,
13199514,Vin,Vin rouge,
14543006,Vin,Vin rouge,
14182562,Vin,Vin blanc,
14215336,Vin,Vin blanc,
13985961,Vin,Vin blanc,
13461674,Vin,Vin rouge,
14543022,Vin,Vin rosé,
13822126,Vin,Vin rouge,
14346424,Vin,Vin blanc,
878777,Vin,Vin rouge,
11856058,Spiritueux,Liqueur et Crème,Liqueur de fruit
13265083,Vin,Vin rouge,
14182589,Vin,Vin blanc,
14510271,Vin,Vin rouge,
14477504,Vin,Vin rouge,
10315971,Vin,Vin rouge,
14182597,Vin,Vin rouge,
12413128,Vin,Vin rouge,
12249292,Vin,Vin rouge,
13166798,Spiritueux,Scotch et whisky,Whisky de grain
11856082,Spiritueux,Liqueur et Crème,Liqueur de fruit
14510298,Spiritueux,Liqueur et Crème,Liqueur de fruit
11856103,Champagne et mousseux,Champagne,
13986024,Vin,Vin rouge,
13002988,Vin,Vin blanc,
14313711,Vin,Vin rouge,
12151025,Vin,Vin blanc,
387316,Spiritueux,Scotch et whisky,Scotch single malt
13494521,Spiritueux,Liqueur et Crème,Boisson aux fruits
13461754,Vin,Vin rouge,
13887739,Vin,Vin rouge,
11593981,Vin,Vin blanc,
12249348,Vin,Vin rouge,
14248197,Vin,Vin rouge,
14543111,Vin,Vin rouge,
11856138,Champagne et mousseux,Champagne,
13232396,Spiritueux,Scotch et whisky,Scotch single malt
13854996,Apéritif,Vin apéritif,
14313753,Vin,Vin rouge,
13494556,Spiritueux,Liqueur et Crème,Liqueur
12806431,Spiritueux,Scotch et whisky,Scotch single malt
14543137,Cidre,Cidre mousseux,
747816,Vin,Vin rouge,
13855032,Spiritueux,Scotch et whisky,Scotch single malt
14182714,Vin,Vin rouge,
12773692,Vin,Vin rouge,
12577085,Vin,Vin rouge,
13396286,Vin,Vin rouge,
223552,Vin,Vin rouge,
14313796,Vin,Vin rouge,
10938692,Spiritueux,Cognac et brandy,Calvados
14182731,Vin,Vin rouge,
13035851,Porto et vin fortifié,Xérès et Montilla-Moriles,Oloroso
13166923,Spiritueux,Vodka,Vodka
715086,Vin,Vin blanc,
14510415,Vin,Vin blanc,
518480,Vin,Vin blanc,
12904795,Champagne et mousseux,Champagne,
12577122,Vin,Vin rouge,
518498,Vin,Vin blanc,
11200868,Vin,Vin blanc,
14018922,Vin,Vin rouge,
12413291,Vin,Vin rouge,
13298029,Vin,Vin rouge,
11299183,Vin,Vin rouge,
13625712,Vin,Vin blanc,
12609905,Vin,Vin rouge,
420216,Vin,Vin blanc,
12642684,Vin,Vin blanc,
13592965,Spiritueux,Gin,Dry gin
13232521,Spiritueux,Rhum,Rhum doré
14543241,Cidre,Cidre mousseux,
13035915,Porto et vin fortifié,Xérès et Montilla-Moriles,Fino
10774923,Vin,Vin rouge,
13592973,Spiritueux,Scotch et whisky,
13265294,Vin,Vin rouge,
13461906,Vin,Vin rouge,
14412188,Vin,Vin blanc,
13265315,Vin,Vin rouge,
13232548,Spiritueux,Rhum,Rhum blanc
13625763,Vin,Vin blanc,
12741033,Vin,Vin rouge,
13593001,Bière,Bière brune,Bière ale
13625771,Vin,Vin blanc,
14543276,Vin,Vin rouge,
14215598,Champagne et mousseux,Vin mousseux,
12773810,Vin,Vin rouge,
13593010,Bière,Bière brune,Bière ale
14543292,Vin,Vin blanc,
13232581,Champagne et mousseux,Vin mousseux,
13920711,Vin,Vin rouge,
14412233,Vin,Vin rouge,
14510538,Vin,Vin rouge,
13593036,Apéritif,Apéritif à base de vin,
14412241,Vin,Vin rouge,
14215635,Porto et vin fortifié,Vermouth,Vermouth rouge
11889108,Vin,Vin rouge,
12773844,Vin,Vin rouge,
12577237,Vin,Vin rouge,
13396438,Champagne et mousseux,Vin mousseux,
13232599,Vin,Vin blanc,
13822425,Vin,Vin blanc,
13887958,Vin,Vin rouge,
453076,Champagne et mousseux,Champagne,
14445019,Spiritueux,Gin,Dry gin
12741084,Vin,Vin blanc,
13855198,Spiritueux,Gin,Dry gin
13822433,Vin,Vin blanc,
13920738,Vin,Vin blanc,
14543330,Vin,Vin rouge,
14215660,Vin,Vin blanc,
14445043,Spiritueux,Gin,Dry gin
14543348,Vin,Vin rouge,
14248437,Vin,Vin rouge,
13986294,Vin,Vin rouge,
13887991,Vin,Vin rouge,
13462010,Vin,Vin rouge,
13593087,Spiritueux,Vodka,Vodka
13199872,Vin,Vin rouge,
13920771,Vin,Vin blanc,
14543364,Vin,Vin blanc,
13625860,Vin,Vin blanc,
13986307,Vin,Vin rouge,
14215686,Vin,Vin blanc,
13855235,Spiritueux,Téquila,
13593095,Spiritueux,Rhum,Rhum ambré
13855251,Spiritueux,Scotch et whisky,Scotch single malt
13986323,Vin,Vin rouge,
13462036,Vin,Vin rouge,
11790870,Porto et vin fortifié,Porto,Tawny (colheita)
14019095,Vin,Vin rouge,
13003286,Champagne et mousseux,Vin mousseux,
14215707,Vin,Vin blanc,
13593116,Vin,Vin rouge,
14346782,Vin,Vin blanc,
12741156,Spiritueux,Gin,Dry gin
584235,Spiritueux,Cognac et brandy,Cognac X.O.
13593132,Spiritueux,Scotch et whisky,Whiskey américain
13462061,Vin,Vin rouge,
12118575,Cidre,Cidre apéritif,
584243,Spiritueux,Cognac et brandy,Cognac X.O.
10250804,Vin,Vin rouge,
13855286,Spiritueux,Eau-de-vie,Grappa
14182968,Vin,Vin rouge,
13527611,Vin,Vin blanc,
14215740,Vin,Vin rouge,
13855294,Spiritueux,Eau-de-vie,Grappa
14182976,Vin,Vin blanc,
14412356,Vin,Vin blanc,
13986374,Vin,Vin rouge,
13593159,Spiritueux,Scotch et whisky,Whiskey américain
12151367,Vin,Vin rouge,
13855307,Spiritueux,Scotch et whisky,
12708428,Vin,Vin blanc,
14215758,Vin,Vin rouge,
13593167,Spiritueux,Liqueur et Crème,Liqueur
14182992,Vin,Vin rouge,
13494863,Spiritueux,Liqueur et Crème,Liqueur de fruit
13855315,Spiritueux,Scotch et whisky,
13625940,Vin,Vin rouge,
14215766,Vin,Vin rouge,
14019159,Spiritueux,Scotch et whisky,Scotch single malt
10938967,Spiritueux,Rhum,Rhum aromatisé
13593175,Spiritueux,Scotch et whisky,Whiskey américain
11299415,Vin,Vin rouge,
13855323,Spiritueux,Scotch et whisky,
13265500,Vin,Vin rouge,
14183004,Vin,Vin rouge,
14215774,Vin,Vin blanc,
879197,Vin,Vin rouge,
944736,Spiritueux,Cognac et brandy,Cognac X.O.
13855331,Spiritueux,Scotch et whisky,
14346854,Vin,Vin rouge,
10250855,Vin,Vin rouge,
12479080,Vin,Vin blanc,
13462124,Vin,Vin rouge,
10807916,Vin,Vin rouge,
13855340,Spiritueux,Scotch et whisky,
13920885,Spiritueux,Liqueur et Crème,Crème
12806781,Vin,Vin rouge,
14019204,Vin,Vin rouge,
584326,Spiritueux,Alcool anisé,Arak
11004550,Vin,Vin rouge,
13855366,Vin,Vin blanc,
11037319,Vin,Vin rouge,
13855374,Spiritueux,Scotch et whisky,Whisky canadien
10676881,Vin,Vin rouge,
13855382,Vin,Vin blanc,
13593239,Champagne et mousseux,Vin mousseux,
11659927,Vin,Vin rouge,
13232791,Vin,Vin blanc,
11692698,Spiritueux,Gin,Dry gin
13986454,Vin,Vin rouge,
14314140,Vin,Vin blanc,
13855391,Vin,Vin rouge,
13757088,Bière,Bière dorée,Bière ale
13167264,Vin,Vin rouge,
14477985,Vin,Vin rouge,
13494943,Spiritueux,Liqueur et Crème,Liqueur de fruit
13200036,Vin,Vin rouge,
14248613,Vin,Vin rouge,
14412452,Vin,Vin rouge,
14543524,Vin,Vin rouge,
13986471,Vin,Vin rouge,
13855403,Vin,Vin rouge,
13593263,Vin,Vin rosé,
13855411,Vin,Vin rouge,
13953716,Vin,Vin rouge,
13363898,Vin,Vin rouge,
10349249,Spiritueux,Liqueur et Crème,Boisson aux fruits
12610244,Vin,Vin rouge,
13757125,Bière,Bière blonde,Bière lager
12905157,Vin,Vin rouge,
14019271,Vin,Vin rouge,
14478021,Vin,Vin blanc,
11463369,Vin,Vin rouge,
13920973,Cooler et cocktail prémixé,Cooler à base de spiritueux,
14478030,Vin,Vin blanc,
13593298,Vin,Vin rosé,
13593301,Champagne et mousseux,Vin mousseux rosé,
14445271,Vin,Vin blanc,
13495006,Spiritueux,Scotch et whisky,Whiskey américain
13462239,Vin,Vin rouge,
14019301,Vin,Vin blanc,
13462247,Vin,Vin rouge,
13363943,Vin,Vin blanc,
13593319,Champagne et mousseux,Vin mousseux,
13626088,Vin,Vin blanc,
13495022,Spiritueux,Cognac et brandy,Cognac V.S.
13462255,Vin,Vin rouge,
13167344,Apéritif,Apéritif à base de vin,
13200116,Spiritueux,Liqueur et Crème,Liqueur d'herbe
14445300,Vin,Vin rouge,
13462263,Vin,Vin rouge,
13626109,Vin,Vin rouge,
13462271,Vin,Vin rouge,
14576385,Porto et vin fortifié,Porto,Vintage
14019335,Vin,Vin rouge,
14576393,Vin,Vin rouge,
13921036,Spiritueux,Scotch et whisky,Scotch single malt
12315405,Spiritueux,Eau-de-vie,Eau-de-vie aromatisée
10873614,Spiritueux,Eau-de-vie,Grappa
13593360,Bière,Bière blonde,Bière ale
12184337,Vin,Vin blanc,
13888281,Vin,Vin rouge,
13462298,Vin,Vin rouge,
13855518,Spiritueux,Rhum,Rhum agricole
12184353,Vin,Vin rouge,
13593378,Bière,Bière blonde,Bière lager
13921061,Champagne et mousseux,Champagne,
14576422,Vin,Vin blanc,
14445351,Spiritueux,Gin,Dry gin aromatisé
14543655,Vin,Vin rouge,
13495081,Spiritueux,Scotch et whisky,Whisky canadien
12315430,Spiritueux,Eau-de-vie,Poire Williams
14576431,Vin,Vin blanc,
14412591,Vin,Vin rouge,
13200183,Vin,Vin blanc,
14445369,Spiritueux,Gin,Dry gin aromatisé
10873657,Spiritueux,Eau-de-vie,Kirsh
14412604,Vin,Vin blanc,
14510909,Vin,Vin rouge,
14379841,Vin,Vin rouge,
11692866,Vin,Vin rouge,
158535,Saké,Saké Fuutsu-shu,
14576457,Vin,Vin rouge,
14248787,Vin,Vin rouge,
13921108,Vin,Vin blanc,
13593431,Vin,Vin rouge,
12118874,Vin,Vin blanc,
715615,Vin,Vin blanc,
14379875,Vin,Vin rouge,
13036387,Spiritueux,Scotch et whisky,Scotch single malt
13495145,Spiritueux,Liqueur et Crème,Liqueur amère
977769,Vin,Vin blanc,
14019440,Vin,Vin rouge,
13462386,Vin,Vin rouge,
14379891,Vin,Vin blanc,
13921141,Vin,Vin blanc,
12413814,Spiritueux,Scotch et whisky,Scotch single malt
13134711,Vin,Vin blanc,
14445431,Spiritueux,Gin,Dry gin
13888379,Vin,Vin blanc,
14642047,Vin,Vin rouge,
12217215,Vin,Vin rouge,
14543743,Poiré,Mistelle de poire,
12413831,Vin,Vin rouge,
14379912,Spiritueux,Rhum,Rhum agricole
14445449,Spiritueux,Gin,Dry gin aromatisé
12577683,Vin,Vin rouge,
14576537,Vin,Vin rouge,
13265817,Vin,Vin blanc,
13626272,Spiritueux,Téquila,
14379939,Spiritueux,Rhum,Rhum blanc
977827,Vin,Vin rouge,
13462440,Vin,Vin rouge,
14445481,Spiritueux,Gin,Dry gin
13626281,Spiritueux,Téquila,
14314414,Spiritueux,Rhum,Rhum ambré
14019503,Champagne et mousseux,Champagne,
12610480,Vin,Vin rouge,
12708786,Spiritueux,Vodka,Vodka aromatisée
14379955,Spiritueux,Rhum,Rhum ambré
14183346,Spiritueux,Rhum,Rhum épicé
14412727,Vin,Vin rouge,
12708794,Porto et vin fortifié,Vermouth,Vermouth blanc
14183354,Spiritueux,Rhum,Rhum blanc
14511039,Vin,Vin blanc,
14019520,Champagne et mousseux,Champagne,
11692997,Vin,Vin rouge,
13626310,Vin,Vin rouge,
12250058,Vin,Vin rouge,
14183371,Bière,Bière blanche,Bière ale
14379980,Spiritueux,Rhum,Rhum ambré
12381138,Spiritueux,Vodka,Vodka
13429720,Vin,Vin rouge,
13626328,Vin,Vin rouge,
14183389,Bière,Bière jaune,Bière ale
14183397,Spiritueux,Scotch et whisky,Scotch blended
12708840,Porto et vin fortifié,Vermouth,Vermouth blanc
14183400,Spiritueux,Scotch et whisky,Scotch single malt
14314473,Spiritueux,Liqueur et Crème,Crème
14511080,Vin,Vin rouge,
13462511,Vin,Vin rouge,
12545008,Vin,Vin blanc,
14314481,Bière,Bière blanche,Bière ale
13626352,Spiritueux,Cognac et brandy,Calvados
14445561,Vin,Vin rouge,
14183418,Spiritueux,Scotch et whisky,Scotch blended malt
14511101,Vin,Vin rouge,
14183426,Spiritueux,Scotch et whisky,Scotch single malt
13036547,Porto et vin fortifié,Xérès et Montilla-Moriles,Montilla-Moriles
11889669,Vin,Vin rouge,
13462538,Vin,Vin rouge,
715789,Vin,Vin rouge,
14216208,Vin,Vin rouge,
13462554,Vin,Vin rouge,
12807207,Spiritueux,Eau-de-vie,Grappa
14543920,Vin,Vin rouge,
93237,Porto et vin fortifié,,
14511160,Vin,Vin rouge,
93245,Porto et vin fortifié,Pineau des Charentes,Pineau des Charentes rouge
14642240,Vin,Vin rouge,
13855809,Vin,Vin rouge,
13462600,Vin,Vin rouge,
13134921,Vin,Vin blanc,
10841170,Vin,Vin rouge,
11660371,Vin,Vin rouge,
912469,Vin,Vin blanc,
13888601,Vin,Vin rouge,
14511194,Vin,Vin rouge,
14019677,Vin,Vin blanc,
11529313,Vin,Vin rouge,
14216291,Champagne et mousseux,Vin mousseux,
10841188,Vin,Vin rouge,
14445668,Vin,Vin rouge,
13495401,Spiritueux,Liqueur et Crème,Liqueur amère
14347371,Vin,Vin rouge,
13888619,Spiritueux,Vodka,Vodka
13495410,Spiritueux,Liqueur et Crème,Liqueur amère
11463801,Vin,Vin rouge,
12250234,Vin,Vin rouge,
11463810,Vin,Vin blanc,
13266051,Vin,Vin rouge,
13495428,Spiritueux,Liqueur et Crème,Liqueur
13364356,Vin,Vin rouge,
12184708,Vin,Vin rouge,
13134981,Vin,Vin rouge,
13364364,Vin,Vin rouge,
11398288,Spiritueux,Gin,Dry gin
14544017,Vin,Vin rouge,
11824275,Spiritueux,Cognac et brandy,Brandy
978072,Vin,Vin rouge,
13135001,Vin,Vin rouge,
14544025,Vin,Vin rouge,
12643484,Vin,Vin rouge,
13986972,Vin,Vin rouge,
13266078,Vin,Vin blanc,
11824291,Spiritueux,Cognac et brandy,Brandy
13659306,Vin,Vin rouge,
13364399,Vin,Vin rouge,
10251444,Vin,Vin rouge,
12840120,Vin,Vin rouge,
12348602,Article non alcoolisé,Accessoires,
13888707,Spiritueux,Scotch et whisky,Whisky canadien
13855948,Spiritueux,Téquila,
12184783,Spiritueux,Cognac et brandy,Cognac X.O.
12676307,Vin,Vin blanc,
13200600,Vin,Vin blanc,
14413017,Vin,Vin rouge,
13692122,Vin,Vin blanc,
13364452,Vin,Vin rouge,
12610789,Vin,Vin blanc,
14445799,Vin,Vin rouge,
13921511,Spiritueux,Scotch et whisky,Scotch single malt
13364461,Vin,Vin rouge,
14445810,Spiritueux,Gin,Dry gin
11463924,Vin,Vin rouge,
13561077,Vin,Vin rouge,
10710268,Vin,Vin rouge,
14019837,Spiritueux,Téquila,
13561085,Vin,Vin rouge,
13364479,Spiritueux,Liqueur et Crème,Liqueur amère
13921538,Spiritueux,Scotch et whisky,Scotch single malt
14347523,Vin,Vin rouge,
12184839,Vin,Vin rouge,
126219,Vin,Vin rouge,
13888782,Spiritueux,Vodka,Vodka
13921554,Vin,Vin rouge,
12807442,Champagne et mousseux,Champagne rosé,
10218783,Vin,Vin blanc,
14347566,Vin,Vin blanc,
10382639,Vin,Vin blanc,
11791670,Champagne et mousseux,Vin mousseux,
13495612,Vin,Vin rouge,
14347582,Vin,Vin blanc,
10317124,Vin,Vin blanc,
13692229,Vin,Vin rosé,
11791688,Champagne et mousseux,Vin mousseux,
13462861,Vin,Vin rouge,
13921618,Spiritueux,Scotch et whisky,Scotch blended
10317141,Vin,Vin blanc,
13299030,Champagne et mousseux,Champagne,
14019933,Spiritueux,Téquila,
13692261,Vin,Vin rouge,
11660645,Vin,Vin rouge,
11791733,Champagne et mousseux,Vin mousseux,
13495671,Vin,Vin rouge,
12479872,Vin,Vin rouge,
13856131,Spiritueux,Téquila,
14019976,Vin,Vin rouge,
13692296,Vin,Vin rouge,
13856140,Spiritueux,Téquila,
14577046,Vin,Vin rouge,
13921693,Vin,Vin blanc,
13299101,Vin,Vin blanc,
13888934,Apéritif,Vin apéritif,
13921706,Champagne et mousseux,Vin mousseux,
14020011,Vin,Vin rouge,
13495727,Vin,Vin rouge,
13921714,Champagne et mousseux,Champagne,
12152247,Vin,Vin rouge,
13987262,Vin,Vin rouge,
14183872,Spiritueux,Rhum,Rhum agricole
13921731,Vin,Vin rouge,
13135300,Vin,Vin rouge,
912840,Vin,Vin rouge,
13856203,Spiritueux,Scotch et whisky,Whiskey irlandais
14216654,Vin,Vin blanc,
13462992,Vin,Vin rouge,
12611036,Vin,Vin rouge,
12217821,Vin,Vin rosé,
13954524,Vin,Vin blanc,
14216671,Vin,Vin rouge,
14347751,Vin,Vin blanc,
323055,Spiritueux,Liqueur et Crème,Boisson aux fruits
14544367,Vin,Vin rouge,
12676593,Vin,Vin blanc,
14020088,Vin,Vin rouge,
13200888,Vin,Vin rouge,
13987326,Vin,Vin rouge,
10251786,Spiritueux,Alcool anisé,Arak
912907,Vin,Vin rouge,
13004300,Vin,Vin rouge,
912915,Vin,Vin rouge,
14020117,Vin,Vin rouge,
12676631,Vin,Vin rouge,
11300375,Vin,Vin rouge,
14183961,Spiritueux,Rhum,Rhum aromatisé
13889048,Spiritueux,Vodka,Vodka
10710559,Vin,Vin blanc,
323105,Vin,Vin blanc,
13856289,Spiritueux,Scotch et whisky,Whiskey irlandais
13757985,Champagne et mousseux,Vin mousseux,
14249510,Vin,Vin rouge,
14347814,Vin,Vin blanc,
13004326,Vin,Vin rouge,
323113,Vin,Vin rouge,
14347822,Vin,Vin rouge,
14577206,Vin,Vin rouge,
14511670,Vin,Vin rouge,
13004342,Vin,Vin rouge,
454199,Spiritueux,Eau-de-vie,Eau-de-vie de marc
13299259,Vin,Vin rouge,
14282299,Vin,Vin rouge,
14282301,Vin,Vin blanc,
14577214,Vin,Vin rouge,
14544447,Vin,Vin blanc,
11923011,Spiritueux,Rhum,Rhum ambré
14216777,Vin,Vin rouge,
13889101,Spiritueux,Vodka,Vodka
14184023,Spiritueux,Rhum,Rhum blanc
14446169,Vin,Vin blanc,
13233760,Vin,Vin blanc,
11923054,Vin,Vin blanc,
224881,Vin,Vin rouge,
11791995,Vin,Vin rouge,
14216831,Vin,Vin blanc,
14446222,Vin,Vin rouge,
978577,Vin,Vin blanc,
257683,Bière,Bière noire,Bière ale
13233815,Vin,Vin rouge,
14347929,Vin,Vin rouge,
13004449,Vin,Vin rouge,
13004457,Vin,Vin rouge,
519850,Vin de dessert,,
13692587,Vin,Vin rouge,
13921968,Vin,Vin blanc,
13004465,Vin,Vin rouge,
11398835,Vin de dessert,Sauternes,
14642872,Vin,Vin rouge,
13004473,Vin,Vin rouge,
14020281,Vin,Vin rouge,
13430464,Porto et vin fortifié,Porto,Porto blanc
11398851,Vin,Vin rouge,
11464388,Spiritueux,Cognac et brandy,Cognac X.O.
13430472,Vin,Vin blanc,
12054217,Vin,Vin rouge,
12414665,Champagne et mousseux,Champagne rosé,
14216911,Spiritueux,Scotch et whisky,Whisky canadien
13430481,Champagne et mousseux,Champagne,
14184146,Vin,Vin rouge,
12676825,Spiritueux,Alcool anisé,Raki
13987545,Vin,Vin blanc,
14249691,Vin,Vin rouge,
13889241,Champagne et mousseux,Vin mousseux,
11661023,Vin,Vin rouge,
14020328,Vin,Vin blanc,
14020336,Spiritueux,Scotch et whisky,Whisky de grain
14315249,Spiritueux,,
12381939,Vin,Vin rouge,
14282483,Vin,Vin blanc,
13954807,Vin,Vin rouge,
14348024,Vin,Vin blanc,
13922047,Champagne et mousseux,Champagne,
14348032,Vin,Vin blanc,
12578563,Vin,Vin rouge,
10383113,Vin,Vin rouge,
13922063,Spiritueux,Scotch et whisky,Scotch single malt
14282512,Vin,Vin blanc,
13332240,Champagne et mousseux,Champagne,
13922071,Spiritueux,Scotch et whisky,Scotch single malt
11202329,Vin,Vin rouge,
14020379,Cooler et cocktail prémixé,Cooler à base de spiritueux,
14446370,Spiritueux,Scotch et whisky,Whiskey irlandais
13201186,Vin,Vin rouge,
14479139,Vin,Vin blanc,
14348067,Vin,Vin blanc,
12480291,Vin,Vin rouge,
13037347,Porto et vin fortifié,Porto,Tawny - 20 ans
11202345,Vin,Vin blanc,
13889321,Spiritueux,Vodka,Vodka aromatisée
14348075,Vin,Vin blanc,
12840752,Vin,Vin rouge,
13922098,Vin,Vin blanc,
13496121,Spiritueux,Vodka,Vodka
14348091,Vin,Vin rouge,
12775233,Vin,Vin blanc,
13332291,Champagne et mousseux,Champagne,
14020424,Vin,Vin rouge,
12250955,Spiritueux,Liqueur et Crème,Liqueur amère
14282571,Vin,Vin blanc,
14348112,Vin,Vin rouge,
12250963,Spiritueux,Liqueur et Crème,Liqueur d'herbe
13856596,Bière,Bière noire,Bière ale
14315353,Spiritueux,Vodka,Vodka aromatisée
12250971,Spiritueux,Absinthe,
13463389,Vin,Vin rouge,
14479198,Vin,Vin blanc,
14184285,Vin,Vin rosé,
13463397,Vin,Vin rouge,
13463400,Vin,Vin rouge,
14446441,Vin,Vin rosé,
12414825,Vin,Vin rouge,
14348139,Vin,Vin rouge,
880492,Vin,Vin rouge,
13922160,Vin,Vin blanc,
14511987,Vin,Vin rouge,
880500,Vin,Vin rouge,
13299574,Spiritueux,Scotch et whisky,Scotch single malt
14348155,Vin,Vin rosé,
913277,Vin,Vin rouge,
13692798,Vin,Vin rouge,
14184322,Vin,Vin blanc,
14020483,Vin,Vin rouge,
11333513,Vin,Vin rouge,
13463434,Vin,Vin rouge,
13987721,Vin,Vin rouge,
13496201,Spiritueux,Liqueur et Crème,Liqueur d'agrumes
10678157,Vin,Vin rouge,
13430675,Champagne et mousseux,Vin mousseux,
14446484,Vin,Vin rosé,
13692827,Vin,Vin rouge,
13987748,Vin,Vin rouge,
11792293,Vin,Vin rouge,
10842025,Vin,Vin rouge,
11825067,Vin,Vin rouge,
12185516,Vin,Vin rouge,
13987756,Vin,Vin rouge,
13922223,Vin,Vin rouge,
14446513,Vin,Vin rouge,
13987764,Vin,Vin rouge,
13463477,Vin,Vin rouge,
14380981,Vin,Vin blanc,
14446521,Vin,Vin blanc,
14020539,Bière,Bière dorée,Bière ale
389056,Champagne et mousseux,Champagne,
13660104,Vin,Vin rouge,
14381001,Vin,Vin rouge,
14217163,Bière,Bière dorée,Bière ale
14020555,Bière,Bière blonde,Bière ale
14217171,Vin,Vin blanc,
14446548,Vin,Vin blanc,
13594581,Vin,Vin blanc,
10678229,Vin,Vin rouge,
13496279,Spiritueux,Téquila,Téquila dorée
13856730,Champagne et mousseux,Vin mousseux rosé,
13922266,Spiritueux,Scotch et whisky,
13692894,Vin,Vin rouge,
11923425,Vin,Vin rouge,
13987810,Vin,Vin rouge,
13922282,Vin,Vin blanc,
14184429,Vin,Vin blanc,
14217198,Bière,Bière blonde,Bière lager
13922291,Vin,Vin rouge,
13692915,Vin,Vin rouge,
10678261,Vin,Vin rouge,
13856756,Vin,Vin rouge,
14020601,Saké,Saké Junmai-ginjo,
12677115,Vin,Vin rouge,
13529093,Vin,Vin rouge,
13332485,Vin,Vin rouge,
14184453,Vin,Vin rouge,
12152837,Champagne et mousseux,Vin mousseux,
14446601,Vin,Vin rouge,
913418,Vin,Vin rouge,
11956235,Spiritueux,Liqueur et Crème,Boisson alcoolisée
520197,Champagne et mousseux,Champagne,
13692940,Vin,Vin rouge,
14348307,Vin,Vin rouge,
13987861,Vin,Vin rouge,
13463573,Vin,Vin rouge,
14675990,Spiritueux,Gin,Dry gin
12185621,Vin,Vin rouge,
13463581,Vin,Vin rouge,
13889566,Champagne et mousseux,Vin mousseux,
14479391,Vin,Vin blanc,
13856801,Vin,Vin rouge,
13234210,Vin,Vin rouge,
13463590,Vin,Vin rouge,
13332522,Vin,Vin rouge,
13201451,Vin,Vin rouge,
13987887,Vin,Vin rouge,
13463602,Vin,Vin rouge,
11661365,Vin,Vin blanc,
10678325,Vin,Vin rouge,
12185655,Vin,Vin rouge,
13660227,Vin,Vin rouge,
10678341,Vin,Vin rouge,
14020678,Vin,Vin blanc,
13135941,Vin,Vin blanc,
13234252,Vin,Vin rouge,
13529165,Spiritueux,Eau-de-vie,Grappa
13463629,Vin,Vin rouge,
13332557,Spiritueux,Scotch et whisky,Scotch single malt
13463637,Vin,Vin rouge,
13922397,Vin,Vin rouge,
979039,Vin,Vin rouge,
12185698,Vin,Vin rouge,
13463653,Vin,Vin rouge,
421990,Vin,Vin rouge,
14479462,Vin,Vin blanc,
13856879,Vin,Vin rouge,
13529202,Vin,Vin blanc,
11202679,Vin,Vin blanc,
14250107,Spiritueux,Liqueur et Crème,Liqueur amère
13987967,Vin,Vin rouge,
12284039,Apéritif,Vin apéritif,
13463688,Vin,Vin rouge,
13856908,Spiritueux,Scotch et whisky,Scotch single malt
13332629,Spiritueux,Scotch et whisky,Scotch single malt
